id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_09623,332158738,10556862,3506553959160156,DDDDDDDDD,D0DDDDDD,9,8,9,7,17,16,272,d17_nz16,train
mm_09624,476087375,506533950,241154418603881250,DDD0DDDDD,D0DDDDDD0,9,9,8,7,18,15,270,d18_nz15,train
mm_09625,800270190,262951,210431846730690,D00DD0DD0,DDDDDD,9,6,5,6,15,11,165,d15_nz11,test
mm_09626,80000,66000000,5280000000000,D0000,DD000000,5,8,1,2,13,3,39,d13_nz3,train
mm_09627,700000000,10100669,7070468300000000,D00000000,D0D00DDD,9,8,1,5,17,6,102,d17_nz6,val
mm_09628,200041000,2423,484699343000,D000DD000,DDDD,9,4,3,4,13,7,91,d13_nz7,val
mm_09629,255824073,180034098,46057056229241154,DDDDDD0DD,DD00DD0DD,9,9,8,6,18,14,252,d18_nz14,train
mm_09630,3548,98360,348981280,DDDD,DDDD0,4,5,4,4,9,8,72,d9_nz8,test
mm_09631,98467296,55625087,5477251906654752,DDDDDDDD,DDDDD0DD,8,8,8,7,16,15,240,d16_nz15,train
mm_09632,20,97367040,1947340800,D0,DDDDD0D0,2,8,1,6,10,7,70,d10_nz7,train
mm_09633,207300000,35909,7443935700000,D0DD00000,DDD0D,9,5,3,4,14,7,98,d14_nz7,train
mm_09634,646764242,655468172,423933375418705624,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,val
mm_09635,539978240,812526183,438746458250257920,DDDDDDDD0,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09636,90010,7060000,635470600000,D00D0,D0D0000,5,7,2,2,12,4,48,d12_nz4,train
mm_09637,3239926,449595620,1456656538724120,DDDDDDD,DDDDDDDD0,7,9,7,8,16,15,240,d16_nz15,train
mm_09638,300000000,12056790,3617037000000000,D00000000,DD0DDDD0,9,8,1,6,17,7,119,d17_nz7,train
mm_09639,80396722,438312899,35238920289917078,D0DDDDDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_09640,800,6757,5405600,D00,DDDD,3,4,1,4,7,5,35,d7_nz5,train
mm_09641,9977449,669548384,6680384854392416,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_09642,212901383,20920845,4454076834028635,DDDD0DDDD,D0DD0DDD,9,8,8,6,17,14,238,d17_nz14,train
mm_09643,5699390,514113336,2930132406065040,DDDDDD0,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_09644,633239829,325,205802944425,DDDDDDDDD,DDD,9,3,9,3,12,12,144,d12_nz12,train
mm_09645,404694910,902056300,365057593143433000,D0DDDDDD0,D0D0DDD00,9,9,7,5,18,12,216,d18_nz12,train
mm_09646,568341607,996700804,566466536643552028,DDDDDDD0D,DDDD00D0D,9,9,8,6,18,14,252,d18_nz14,train
mm_09647,681827645,73269,49956829721505,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,test
mm_09648,956326,567592878,542803826646228,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,train
mm_09649,74623694,4672127,348651375577138,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_09650,820393635,498545195,409003304737833825,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09651,666514981,8141269,5426277752850889,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_09652,485368380,365042,177179844171960,DDDDDDDD0,DDD0DD,9,6,8,5,15,13,195,d15_nz13,train
mm_09653,700000000,910601706,637421194200000000,D00000000,DD0D0DD0D,9,9,1,6,18,7,126,d18_nz7,train
mm_09654,348315,200017000,69668921355000,DDDDDD,D000DD000,6,9,6,3,15,9,135,d15_nz9,train
mm_09655,9883070,956497126,9453128051056820,DDDD0D0,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,train
mm_09656,60240010,13160223,792771965122230,D0DD00D0,DDDD0DDD,8,8,4,7,16,11,176,d16_nz11,train
mm_09657,924781393,77800,71947992375400,DDDDDDDDD,DDD00,9,5,9,3,14,12,168,d14_nz12,train
mm_09658,71847,490504120,35241249509640,DDDDD,DD0D0DDD0,5,9,5,6,14,11,154,d14_nz11,train
mm_09659,148016250,938550724,138920758601265000,DDD0DDDD0,DDDDD0DDD,9,9,7,8,18,15,270,d18_nz15,train
mm_09660,420001,72040,30256872040,DD000D,DD0D0,6,5,3,3,11,6,66,d11_nz6,val
mm_09661,90000000,162,14580000000,D0000000,DDD,8,3,1,3,11,4,44,d11_nz4,train
mm_09662,600670000,85663474,51455478927580000,D00DD0000,DDDDDDDD,9,8,3,8,17,11,187,d17_nz11,val
mm_09663,8393801,552,4633378152,DDDDD0D,DDD,7,3,6,3,10,9,90,d10_nz9,train
mm_09664,40000000,957763,38310520000000,D0000000,DDDDDD,8,6,1,6,14,7,98,d14_nz7,train
mm_09665,64,49000060,3136003840,DD,DD0000D0,2,8,2,3,10,5,50,d10_nz5,train
mm_09666,441283781,2701250,1192017813426250,DDDDDDDDD,DD0DDD0,9,7,9,5,16,14,224,d16_nz14,test
mm_09667,50000008,200000000,10000001600000000,D000000D,D00000000,8,9,2,1,17,3,51,d17_nz3,val
mm_09668,860353061,300001000,258106778653061000,DD0DDD0DD,D0000D000,9,9,7,2,18,9,162,d18_nz9,val
mm_09669,53134002,2000717,106306101079434,DDDDD00D,D000DDD,8,7,6,4,15,10,150,d15_nz10,train
mm_09670,71238152,20609,1468147074568,DDDDDDDD,D0D0D,8,5,8,3,13,11,143,d13_nz11,val
mm_09671,150825,5010000,755633250000,DD0DDD,D0D0000,6,7,5,2,13,7,91,d13_nz7,train
mm_09672,30607503,702001070,21486499856028210,D0D0DD0D,D0D00D0D0,8,9,5,4,17,9,153,d17_nz9,train
mm_09673,9500,7604067,72238636500,DD00,DD0D0DD,4,7,2,5,11,7,77,d11_nz7,train
mm_09674,3000000,900000000,2700000000000000,D000000,D00000000,7,9,1,1,16,2,32,d16_nz2,train
mm_09675,152063,39,5930457,DDD0DD,DD,6,2,5,2,8,7,56,d8_nz7,val
mm_09676,400904319,909339327,364558063630853313,D00D0DDDD,D0DDDDDDD,9,9,6,8,18,14,252,d18_nz14,train
mm_09677,508956999,875006010,445340432956563990,D0DDDDDDD,DDD00D0D0,9,9,8,5,18,13,234,d18_nz13,train
mm_09678,70013090,600000100,42007861001309000,D00DD0D0,D00000D00,8,9,4,2,17,6,102,d17_nz6,train
mm_09679,46548658,789715,36760173452470,DDDDDDDD,DDDDDD,8,6,8,6,14,14,196,d14_nz14,val
mm_09680,6732419,57321,385908989499,DDDDDDD,DDDDD,7,5,7,5,12,12,144,d12_nz12,val
mm_09681,9352011,450388806,4212041067988866,DDDD0DD,DD0DDDD0D,7,9,6,7,16,13,208,d16_nz13,train
mm_09682,90,40100020,3609001800,D0,D0D000D0,2,8,1,3,10,4,40,d10_nz4,train
mm_09683,8647526,45000000,389138670000000,DDDDDDD,DD000000,7,8,7,2,15,9,135,d15_nz9,test
mm_09684,3002193,29783273,89415133717689,D00DDDD,DDDDDDDD,7,8,5,8,15,13,195,d15_nz13,train
mm_09685,795163427,45791226,36411508192691502,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_09686,792429,981,777372849,DDDDDD,DDD,6,3,6,3,9,9,81,d9_nz9,val
mm_09687,30000006,700000000,21000004200000000,D000000D,D00000000,8,9,2,1,17,3,51,d17_nz3,val
mm_09688,23934,596713159,14281732747506,DDDDD,DDDDDDDDD,5,9,5,9,14,14,196,d14_nz14,train
mm_09689,66514156,68875,4581162494500,DDDDDDDD,DDDDD,8,5,8,5,13,13,169,d13_nz13,val
mm_09690,500547,11100,5556071700,D00DDD,DDD00,6,5,4,3,11,7,77,d11_nz7,train
mm_09691,4000080,40,160003200,D0000D0,D0,7,2,2,1,9,3,27,d9_nz3,val
mm_09692,1976183,598500810,1182747126208230,DDDDDDD,DDDD00DD0,7,9,7,6,16,13,208,d16_nz13,train
mm_09693,300200,329640012,98957931602400,D00D00,DDDDD00DD,6,9,2,7,15,9,135,d15_nz9,train
mm_09694,5011684,600089,3007456439876,D0DDDDD,D000DD,7,6,6,3,13,9,117,d13_nz9,train
mm_09695,38426641,470985058,18098373740130178,DDDDDDDD,DD0DDD0DD,8,9,8,7,17,15,255,d17_nz15,train
mm_09696,186003064,12393822,2305288866670608,DDD00D0DD,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,train
mm_09697,963708905,631576957,608656337653702085,DDDD0DD0D,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,test
mm_09698,6000000,400001067,2400006402000000,D000000,D0000D0DD,7,9,1,4,16,5,80,d16_nz5,train
mm_09699,1304878,378355964,493708373592392,DD0DDDD,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,val
mm_09700,845060000,6691080,5654364064800000,DDD0D0000,DDDD0D0,9,7,4,5,16,9,144,d16_nz9,train
mm_09701,700400301,8050000,5638222423050000,D00D00D0D,D0D0000,9,7,4,2,16,6,96,d16_nz6,test
mm_09702,41000217,5714527,234296847052359,DD000DDD,DDDDDDD,8,7,5,7,15,12,180,d15_nz12,val
mm_09703,26,50710402,1318470452,DD,D0DD0D0D,2,8,2,5,10,7,70,d10_nz7,val
mm_09704,6224298,673575659,4192535627162382,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_09705,863496847,3569442,3082201912549374,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,val
mm_09706,400000,80000000,32000000000000,D00000,D0000000,6,8,1,1,14,2,28,d14_nz2,train
mm_09707,7400,26004557,192433721800,DD00,DD00DDDD,4,8,2,6,12,8,96,d12_nz8,train
mm_09708,241064224,873877904,210660698798506496,DDD0DDDDD,DDDDDDD0D,9,9,8,8,18,16,288,d18_nz16,train
mm_09709,22166323,501801611,11123096591346353,DDDDDDDD,D0DD0DDDD,8,9,8,7,17,15,255,d17_nz15,train
mm_09710,29313823,754631288,22121128006694024,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09711,774562003,306740667,237589665433076001,DDDDDD00D,D0DDD0DDD,9,9,7,7,18,14,252,d18_nz14,train
mm_09712,25230994,34845478,879186046345132,DDDD0DDD,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_09713,143847462,358156255,51519868281174810,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09714,305404300,890673110,272015397688373000,D0DD0DD00,DD0DDDDD0,9,9,5,7,18,12,216,d18_nz12,val
mm_09715,800000000,270000000,216000000000000000,D00000000,DD0000000,9,9,1,2,18,3,54,d18_nz3,val
mm_09716,9571100,587621453,5624183688808300,DDDDD00,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,test
mm_09717,755291709,93531133,70643289288276297,DDDDDDD0D,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,test
mm_09718,779022865,482693296,376029114366213040,DDD0DDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_09719,255678684,573794896,146707123895196864,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09720,800000500,70007100,56005715003550000,D00000D00,D000DD00,9,8,2,3,17,5,85,d17_nz5,train
mm_09721,1410895,2255093,3181699438235,DDD0DDD,DDDD0DD,7,7,6,6,14,12,168,d14_nz12,test
mm_09722,319906110,878885320,281160783857305200,DDDD0DDD0,DDDDDDDD0,9,9,7,8,18,15,270,d18_nz15,train
mm_09723,60021828,20065427,1204363608140556,D00DDDDD,D00DDDDD,8,8,6,6,16,12,192,d16_nz12,test
mm_09724,605920620,86421134,52364347094383080,D0DDD0DD0,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,train
mm_09725,10050,92010380,924704319000,D00D0,DD0D0DD0,5,8,2,5,13,7,91,d13_nz7,val
mm_09726,7000,81388973,569722811000,D000,DDDDDDDD,4,8,1,8,12,9,108,d12_nz9,train
mm_09727,39490991,3613752,142710647708232,DDDD0DDD,DDDDDDD,8,7,7,7,15,14,210,d15_nz14,train
mm_09728,63254823,662771408,41923488102500784,DDDDDDDD,DDDDDDD0D,8,9,8,8,17,16,272,d17_nz16,train
mm_09729,420859,790020,332487027180,DD0DDD,DD00D0,6,6,5,3,12,8,96,d12_nz8,train
mm_09730,26269,132745010,3487078667690,DDDDD,DDDDDD0D0,5,9,5,7,14,12,168,d14_nz12,train
mm_09731,2496604,25000400,62416098641600,DDDDD0D,DD000D00,7,8,6,3,15,9,135,d15_nz9,test
mm_09732,148713056,352836501,52471394332057056,DDDDDD0DD,DDDDDDD0D,9,9,8,8,18,16,288,d18_nz16,val
mm_09733,404948741,77700230,31464610313910430,D0DDDDDDD,DDD00DD0,9,8,8,5,17,13,221,d17_nz13,train
mm_09734,608600193,435673596,265151034610604028,D0DD00DDD,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_09735,77514,71729851,5560067670414,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,train
mm_09736,68100002,300630005,20472903941760010,DDD0000D,D00DD000D,8,9,4,4,17,8,136,d17_nz8,train
mm_09737,995900250,679317648,676532615472612000,DDDD00DD0,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_09738,198952673,994539677,197866327143706621,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09739,49497160,80014,3960465760240,DDDDDDD0,D00DD,8,5,7,3,13,10,130,d13_nz10,train
mm_09740,710,86777215,61611822650,DD0,DDDDDDDD,3,8,2,8,11,10,110,d11_nz10,train
mm_09741,12358837,5000003,61794222076511,DDDDDDDD,D00000D,8,7,8,2,15,10,150,d15_nz10,train
mm_09742,307000009,58050800,17821596122457200,D0D00000D,DD0D0D00,9,8,3,4,17,7,119,d17_nz7,train
mm_09743,4300039,30200009,129861216500351,DD000DD,D0D0000D,7,8,4,3,15,7,105,d15_nz7,val
mm_09744,80000440,640982417,51278875392263480,D0000DD0,DD0DDDDDD,8,9,3,8,17,11,187,d17_nz11,val
mm_09745,750,931773286,698829964500,DD0,DDDDDDDDD,3,9,2,9,12,11,132,d12_nz11,train
mm_09746,500006,7000300,3500192001800,D0000D,D000D00,6,7,2,2,13,4,52,d13_nz4,train
mm_09747,687413587,42558403,29255224463221561,DDDDDDDDD,DDDDDD0D,9,8,9,7,17,16,272,d17_nz16,train
mm_09748,147278,82017782,12079414897396,DDDDDD,DD0DDDDD,6,8,6,7,14,13,182,d14_nz13,train
mm_09749,881613731,228967219,201860644219284089,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09750,101260355,700000400,70882289004142000,D0DDD0DDD,D00000D00,9,9,7,2,18,9,162,d18_nz9,train
mm_09751,75090805,997711797,74918981994726585,DD0D0D0D,DDDDDDDDD,8,9,5,9,17,14,238,d17_nz14,train
mm_09752,13962438,501800000,7006351388400000,DDDDDDDD,D0DD00000,8,9,8,3,17,11,187,d17_nz11,val
mm_09753,871318484,800200200,697229225160496800,DDDDDDDDD,D00D00D00,9,9,9,3,18,12,216,d18_nz12,train
mm_09754,21337206,5154,109971959724,DDDDDD0D,DDDD,8,4,7,4,12,11,132,d12_nz11,train
mm_09755,450120382,169008198,76074034644891636,DD0DD0DDD,DDD00DDDD,9,9,7,7,18,14,252,d18_nz14,val
mm_09756,3508701,900073680,3158089421089680,DD0DD0D,D000DDDD0,7,9,5,5,16,10,160,d16_nz10,val
mm_09757,833096,702006401,584838724647496,DDD0DD,D0D00DD0D,6,9,5,5,15,10,150,d15_nz10,train
mm_09758,33042629,35001302,1156535036502958,DD0DDDDD,DD00DD0D,8,8,7,5,16,12,192,d16_nz12,train
mm_09759,39838,531672845,21180782799110,DDDDD,DDDDDDDDD,5,9,5,9,14,14,196,d14_nz14,train
mm_09760,296173117,9680193,2867012933971581,DDDDDDDDD,DDD0DDD,9,7,9,6,16,15,240,d16_nz15,train
mm_09761,199677434,30007401,5991800832689034,DDDDDDDDD,D000DD0D,9,8,9,4,17,13,221,d17_nz13,test
mm_09762,319680,200000000,63936000000000,DDDDD0,D00000000,6,9,5,1,15,6,90,d15_nz6,train
mm_09763,13389667,6206547,83103597549849,DDDDDDDD,DD0DDDD,8,7,8,6,15,14,210,d15_nz14,test
mm_09764,925116194,600500000,555532274497000000,DDDDDDDDD,D00D00000,9,9,9,2,18,11,198,d18_nz11,train
mm_09765,21356187,70077308,1496584094104596,DDDDDDDD,D00DDD0D,8,8,8,5,16,13,208,d16_nz13,train
mm_09766,551828,429600482,237065574781096,DDDDDD,DDDD00DDD,6,9,6,7,15,13,195,d15_nz13,train
mm_09767,6934,1230076,8529346984,DDDD,DDD00DD,4,7,4,5,11,9,99,d11_nz9,test
mm_09768,768203425,37,28423526725,DDDD0DDDD,DD,9,2,8,2,11,10,110,d11_nz10,train
mm_09769,112017924,346318009,38793824411993316,DDD0DDDDD,DDDDDD00D,9,9,8,7,18,15,270,d18_nz15,train
mm_09770,9396,669144889,6287285377044,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_09771,8144611,990548754,8067634277864694,DDDDDDD,DD0DDDDDD,7,9,7,8,16,15,240,d16_nz15,train
mm_09772,860690001,751921294,647171139284781294,DD0DD000D,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,val
mm_09773,881729831,50100030,44174690984994930,DDDDDDDDD,D0D000D0,9,8,9,3,17,12,204,d17_nz12,train
mm_09774,60000000,2133,127980000000,D0000000,DDDD,8,4,1,4,12,5,60,d12_nz5,train
mm_09775,4131785,8860654,36610317287390,DDDDDDD,DDD0DDD,7,7,7,6,14,13,182,d14_nz13,train
mm_09776,507607043,209028275,106104224576140825,D0DD0D0DD,D0D0DDDDD,9,9,6,7,18,13,234,d18_nz13,train
mm_09777,285420828,107082610,30563607210601080,DDDDD0DDD,D0D0DDDD0,9,9,8,6,18,14,252,d18_nz14,train
mm_09778,9136243,857979266,7838707063137638,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,test
mm_09779,240300000,850000105,204255025231500000,DD0D00000,DD0000D0D,9,9,3,4,18,7,126,d18_nz7,train
mm_09780,243538,90662703,22079813363214,DDDDDD,D0DDDD0D,6,8,6,6,14,12,168,d14_nz12,train
mm_09781,70840,200000000,14168000000000,D0DD0,D00000000,5,9,3,1,14,4,56,d14_nz4,train
mm_09782,128105188,83488429,10695300892869652,DDDD0DDDD,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,train
mm_09783,7700893,2490760,19181076248680,DD00DDD,DDD0DD0,7,7,5,5,14,10,140,d14_nz10,val
mm_09784,49401428,4000010,197606206014280,DDD0DDDD,D0000D0,8,7,7,2,15,9,135,d15_nz9,train
mm_09785,164965186,1039,171398828254,DDDDDDDDD,D0DD,9,4,9,3,13,12,156,d13_nz12,train
mm_09786,420000000,3800009,1596003780000000,DD0000000,DD0000D,9,7,2,3,16,5,80,d16_nz5,val
mm_09787,7090370,400001000,2836155090370000,D0D0DD0,D0000D000,7,9,4,2,16,6,96,d16_nz6,test
mm_09788,90100000,900000,81090000000000,D0D00000,D00000,8,6,2,1,14,3,42,d14_nz3,train
mm_09789,217514596,841683133,183078366634509268,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09790,81583529,5001000,407999228529000,DDDDDDDD,D00D000,8,7,8,2,15,10,150,d15_nz10,train
mm_09791,900000050,1330,1197000066500,D000000D0,DDD0,9,4,2,3,13,5,65,d13_nz5,train
mm_09792,649189096,218327748,141735993355835808,DDDDDD0DD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09793,38863862,309762893,12038582326272766,DDDDDDDD,D0DDDDDDD,8,9,8,8,17,16,272,d17_nz16,train
mm_09794,690233009,73166375,50501847173872375,DD0DDD00D,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,train
mm_09795,77847358,707594900,55084393499274200,DDDDDDDD,D0DDDDD00,8,9,8,6,17,14,238,d17_nz14,val
mm_09796,32361335,237329532,7680300490445220,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09797,5541611,965158926,5348535321069786,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_09798,85625135,343642471,29424432971108585,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09799,660005870,4241379,2799335036894730,DD000DDD0,DDDDDDD,9,7,5,7,16,12,192,d16_nz12,train
mm_09800,90114417,73372782,6611945473598094,D0DDDDDD,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_09801,33945494,12747338,432714685594972,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_09802,892950,52472973,46855741240350,DDDDD0,DDDDDDDD,6,8,5,8,14,13,182,d14_nz13,train
mm_09803,91434052,62699138,5732836244247176,DDDDD0DD,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_09804,713196081,745642854,531789561298455174,DDDDDD0DD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_09805,667548,408050691,272393422675668,DDDDDD,D0D0D0DDD,6,9,6,6,15,12,180,d15_nz12,train
mm_09806,242791,2002800,486261814800,DDDDDD,D00DD00,6,7,6,3,13,9,117,d13_nz9,train
mm_09807,72627002,169158936,12285506383189872,DDDDD00D,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,train
mm_09808,609300069,100000407,60930254885128083,D0DD000DD,D00000D0D,9,9,5,3,18,8,144,d18_nz8,train
mm_09809,1000000,50000000,50000000000000,D000000,D0000000,7,8,1,1,15,2,30,d15_nz2,train
mm_09810,640510106,59231,37938054088486,DD0DD0D0D,DDDDD,9,5,6,5,14,11,154,d14_nz11,train
mm_09811,2645251,62100592,164271653088592,DDDDDDD,DDD00DDD,7,8,7,6,15,13,195,d15_nz13,val
mm_09812,70005032,254002,17781418138064,D000D0DD,DDD00D,8,6,4,4,14,8,112,d14_nz8,train
mm_09813,600070005,335990924,201618075444634620,D000D000D,DDDDD0DDD,9,9,3,8,18,11,198,d18_nz11,train
mm_09814,94332159,67427991,6360627968062569,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_09815,5100021,9100,46410191100,DD000DD,DD00,7,4,4,2,11,6,66,d11_nz6,train
mm_09816,267980639,40002000,10719761521278000,DDDDD0DDD,D000D000,9,8,8,2,17,10,170,d17_nz10,test
mm_09817,40346590,517925969,20896546721595710,D0DDDDD0,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,train
mm_09818,645601018,50009003,32285863245965054,DDDD0D0DD,D000D00D,9,8,7,3,17,10,170,d17_nz10,test
mm_09819,867,144968,125687256,DDD,DDDDDD,3,6,3,6,9,9,81,d9_nz9,train
mm_09820,80000000,600007000,48000560000000000,D0000000,D0000D000,8,9,1,2,17,3,51,d17_nz3,test
mm_09821,667400003,5240101,3497243423120303,DDDD0000D,DDD0D0D,9,7,5,5,16,10,160,d16_nz10,train
mm_09822,163746,3442004,563614386984,DDDDDD,DDDD00D,6,7,6,5,13,11,143,d13_nz11,train
mm_09823,300000000,668275450,200482635000000000,D00000000,DDDDDDDD0,9,9,1,8,18,9,162,d18_nz9,train
mm_09824,761007005,7217,5492187555085,DDD00D00D,DDDD,9,4,5,4,13,9,117,d13_nz9,train
mm_09825,568297356,966439887,549225232515038772,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_09826,780397291,582366043,454476882327589513,DD0DDDDDD,DDDDDD0DD,9,9,8,8,18,16,288,d18_nz16,test
mm_09827,300,493255057,147976517100,D00,DDDDDD0DD,3,9,1,8,12,9,108,d12_nz9,val
mm_09828,804585013,975193616,784626168206877008,D0DDDD0DD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,test
mm_09829,7433,828792816,6160417001328,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_09830,263500209,5345049,1408421528615241,DDDD00D0D,DDDD0DD,9,7,6,6,16,12,192,d16_nz12,train
mm_09831,967775427,11298,10933926774246,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,train
mm_09832,98508097,368,36250979696,DDD0D0DD,DDD,8,3,6,3,11,9,99,d11_nz9,train
mm_09833,100229610,420605051,42157080225760110,D00DDDDD0,DD0D0D0DD,9,9,6,6,18,12,216,d18_nz12,train
mm_09834,52570669,1000800,52612725535200,DDDD0DDD,D000D00,8,7,7,2,15,9,135,d15_nz9,test
mm_09835,20000000,800000000,16000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,train
mm_09836,23033,10000880,230350269040,DD0DD,D0000DD0,5,8,4,3,13,7,91,d13_nz7,train
mm_09837,540422003,490279053,264957587851203159,DD0DDD00D,DD0DDD0DD,9,9,6,7,18,13,234,d18_nz13,train
mm_09838,800040010,314419232,251547965513472320,D000D00D0,DDDDDDDDD,9,9,3,9,18,12,216,d18_nz12,train
mm_09839,95637203,95405,9124267352215,DDDDDD0D,DDD0D,8,5,7,4,13,11,143,d13_nz11,train
mm_09840,148416241,806400070,119682867131536870,DDDDDDDDD,D0DD000D0,9,9,9,4,18,13,234,d18_nz13,train
mm_09841,661663804,558276617,369391430088471068,DDDDDDD0D,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09842,137432457,953115389,130988989714780773,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,val
mm_09843,800000005,64609689,51687751523048445,D0000000D,DDD0DDDD,9,8,2,7,17,9,153,d17_nz9,train
mm_09844,7021055,300000000,2106316500000000,D0DD0DD,D00000000,7,9,5,1,16,6,96,d16_nz6,test
mm_09845,800000000,8000,6400000000000,D00000000,D000,9,4,1,1,13,2,26,d13_nz2,val
mm_09846,500334143,800814,400674586392402,D00DDDDDD,D00DDD,9,6,7,4,15,11,165,d15_nz11,test
mm_09847,900000000,14603903,13143512700000000,D00000000,DDD0DD0D,9,8,1,6,17,7,119,d17_nz7,val
mm_09848,38513100,190440527,7334455060403700,DDDDDD00,DD0DD0DDD,8,9,6,7,17,13,221,d17_nz13,test
mm_09849,572059459,1437361,822255956047699,DDD0DDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,train
mm_09850,700020,900602109,630439488342180,D000D0,D00D0DD0D,6,9,2,5,15,7,105,d15_nz7,train
mm_09851,400000000,55435456,22174182400000000,D00000000,DDDDDDDD,9,8,1,8,17,9,153,d17_nz9,train
mm_09852,637142768,9311,5932436312848,DDDDDDDDD,DDDD,9,4,9,4,13,13,169,d13_nz13,train
mm_09853,30754445,510800220,15709377271977900,D0DDDDDD,DD0D00DD0,8,9,7,5,17,12,204,d17_nz12,train
mm_09854,953327190,611343846,582810710830972740,DDDDDDDD0,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09855,7251402,5000000,36257010000000,DDDDD0D,D000000,7,7,6,1,14,7,98,d14_nz7,train
mm_09856,925894490,645828050,597968632982444500,DDDDDDDD0,DDDDDD0D0,9,9,8,7,18,15,270,d18_nz15,train
mm_09857,278427442,870047790,242245180587453180,DDDDDDDDD,DD00DDDD0,9,9,9,6,18,15,270,d18_nz15,val
mm_09858,313738927,567017009,177895307994409343,DDDDDDDDD,DDD0DD00D,9,9,9,6,18,15,270,d18_nz15,val
mm_09859,367009791,438852525,161063173480072275,DDD00DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
